Year,Sex,Age Group,Race or Ethnicity,Selected Cause of Death,Deaths
2014,M,25-34,Hispanic,All Other Causes,658
2014,M,25-34,Hispanic,Accidents,552
2014,M,25-34,Hispanic,Malignant Neoplasms,94
2014,M,25-34,Hispanic,Diseases of the Heart,89
2014,M,25-34,Hispanic,CLRD,20
2014,M,25-34,Hispanic,AIDS,20
2014,M,25-34,Hispanic,Cerebrovascular Disease,19
2014,M,25-34,Hispanic,Pneumonia,16
2014,M,25-34,Hispanic,Diabetes Mellitus,8
2014,M,25-34,Black Non Hispanic,Total,1
2014,M,25-34,Black Non Hispanic,Accidents,1
2014,M,20-24,Hispanic,Total,687
2014,M,20-24,Hispanic,All Other Causes,330
2014,M,20-24,Hispanic,Accidents,259
2014,M,20-24,Hispanic,Malignant Neoplasms,45
2014,M,20-24,Hispanic,Diseases of the Heart,26
2014,M,20-24,Hispanic,Cerebrovascular Disease,7
2014,M,20-24,Hispanic,AIDS,7
2014,M,20-24,Hispanic,CLRD,6
2014,M,20-24,Hispanic,Pneumonia,5
2014,M,20-24,Hispanic,Diabetes Mellitus,2
2014,M,20-24,Black Non Hispanic,Total,1
2014,M,20-24,Black Non Hispanic,All Other Causes,1
2014,M,19-Oct,Hispanic,Total,317
2014,M,19-Oct,Hispanic,All Other Causes,165
2014,M,19-Oct,Hispanic,Accidents,99
2014,M,19-Oct,Hispanic,Malignant Neoplasms,28
2014,M,19-Oct,Hispanic,Diseases of the Heart,13
2014,M,19-Oct,Hispanic,Cerebrovascular Disease,5
2014,M,19-Oct,Hispanic,CLRD,5
2014,M,19-Oct,Hispanic,Pneumonia,2
2014,M,19-Oct,Black Non Hispanic,Total,1
2014,M,19-Oct,Black Non Hispanic,All Other Causes,1
2014,M,9-Jan,White Non Hispanic,Total,3
2014,M,9-Jan,White Non Hispanic,Diseases of the Heart,1
2014,M,9-Jan,White Non Hispanic,All Other Causes,1
2014,M,9-Jan,White Non Hispanic,Accidents,1
2014,M,9-Jan,Hispanic,Total,167
2014,M,9-Jan,Hispanic,All Other Causes,85
2014,M,9-Jan,Hispanic,Accidents,36
2014,M,9-Jan,Hispanic,Malignant Neoplasms,30
2014,M,9-Jan,Hispanic,CLRD,8
2014,M,9-Jan,Hispanic,Diseases of the Heart,5
2014,M,9-Jan,Hispanic,Cerebrovascular Disease,2
2014,M,9-Jan,Hispanic,Pneumonia,1
2014,F,<1,Not Stated,Total,3
2014,F,<1,Not Stated,All Other Causes,3
2014,F,<1,Hispanic,Total,456
2014,F,<1,Hispanic,All Other Causes,430
2014,F,<1,Hispanic,Accidents,12
2014,F,<1,Hispanic,Pneumonia,5
2014,F,<1,Hispanic,Malignant Neoplasms,4
2014,F,<1,Hispanic,Cerebrovascular Disease,3
2014,F,<1,Hispanic,Diseases of the Heart,2
2014,F,85+,White Non Hispanic,Total,27
2014,F,85+,White Non Hispanic,Diseases of the Heart,13
2014,F,85+,White Non Hispanic,All Other Causes,7
2014,F,85+,White Non Hispanic,CLRD,3
2014,F,85+,White Non Hispanic,Pneumonia,2
2014,F,85+,White Non Hispanic,Cerebrovascular Disease,1
2014,F,85+,White Non Hispanic,Accidents,1
2014,F,85+,Not Stated,Total,15
2014,F,85+,Not Stated,Diseases of the Heart,8
2014,F,85+,Not Stated,All Other Causes,4
2014,F,85+,Not Stated,Pneumonia,2
2014,F,85+,Not Stated,CLRD,1
2014,F,85+,Hispanic,Total,"33,647"
2014,F,85+,Hispanic,Diseases of the Heart,"12,627"
2014,F,85+,Hispanic,All Other Causes,"11,993"
2014,F,85+,Hispanic,Malignant Neoplasms,"3,704"
2014,F,85+,Hispanic,Cerebrovascular Disease,"1,945"
2014,F,85+,Hispanic,CLRD,"1,383"
2014,F,85+,Hispanic,Pneumonia,"1,278"
2014,F,85+,Hispanic,Accidents,595
2014,F,85+,Hispanic,Diabetes Mellitus,121
2014,F,85+,Hispanic,AIDS,1
2014,F,85+,Black Non Hispanic,Total,6
2014,F,85+,Black Non Hispanic,Diseases of the Heart,3
2014,F,85+,Black Non Hispanic,All Other Causes,2
2014,F,85+,Black Non Hispanic,Cerebrovascular Disease,1
2014,F,75-84,White Non Hispanic,Total,18
2014,F,75-84,White Non Hispanic,Diseases of the Heart,6
2014,F,75-84,White Non Hispanic,All Other Causes,5
2014,F,75-84,White Non Hispanic,Malignant Neoplasms,4
2014,F,75-84,White Non Hispanic,CLRD,2
2014,F,75-84,White Non Hispanic,Cerebrovascular Disease,1
2014,F,75-84,Other Non Hispanic,Total,1
2014,F,75-84,Other Non Hispanic,Diseases of the Heart,1
2014,F,75-84,Not Stated,Total,3
2014,F,75-84,Not Stated,Diseases of the Heart,1
2014,F,9-Jan,Hispanic,Cerebrovascular Disease,4
2014,M,<1,White Non Hispanic,Total,2
2014,M,<1,White Non Hispanic,All Other Causes,2
2014,M,<1,Not Stated,Total,3
2014,M,<1,Not Stated,All Other Causes,3
2014,M,<1,Hispanic,Total,609
2014,M,<1,Hispanic,All Other Causes,575
2014,M,<1,Hispanic,Accidents,20
2014,M,<1,Hispanic,Diseases of the Heart,8
2014,M,<1,Hispanic,Pneumonia,3
2014,M,<1,Hispanic,Malignant Neoplasms,1
2014,M,<1,Hispanic,Cerebrovascular Disease,1
2014,M,<1,Hispanic,CLRD,1
2014,M,85+,White Non Hispanic,Total,21
2014,M,85+,White Non Hispanic,Malignant Neoplasms,7
2014,F,75-84,Not Stated,CLRD,1
2014,M,85+,White Non Hispanic,Diseases of the Heart,7
2014,M,85+,White Non Hispanic,All Other Causes,4
2014,M,85+,White Non Hispanic,Accidents,2
2014,M,85+,White Non Hispanic,CLRD,1
2014,M,85+,Other Non Hispanic,Total,1
2014,M,85+,Other Non Hispanic,Pneumonia,1
2014,M,85+,Not Stated,Total,8
2014,M,85+,Not Stated,Diseases of the Heart,5
2014,M,85+,Not Stated,Pneumonia,1
2014,M,85+,Not Stated,CLRD,1
2014,M,85+,Not Stated,All Other Causes,1
2014,M,85+,Hispanic,Total,"19,116"
2014,M,85+,Hispanic,Diseases of the Heart,"7,141"
2014,M,85+,Hispanic,All Other Causes,"5,954"
2014,M,85+,Hispanic,Malignant Neoplasms,"3,036"
2014,M,85+,Hispanic,Pneumonia,875
2014,M,85+,Hispanic,CLRD,863
2014,M,85+,Hispanic,Cerebrovascular Disease,786
2014,M,85+,Hispanic,Accidents,376
2014,M,85+,Hispanic,Diabetes Mellitus,80
2014,M,85+,Hispanic,AIDS,5
2014,M,85+,Black Non Hispanic,Total,6
2014,M,85+,Black Non Hispanic,Malignant Neoplasms,4
2014,M,85+,Black Non Hispanic,Diseases of the Heart,1
2014,M,85+,Black Non Hispanic,CLRD,1
2014,M,75-84,White Non Hispanic,Total,18
2014,M,75-84,White Non Hispanic,Diseases of the Heart,8
2014,M,75-84,White Non Hispanic,All Other Causes,6
2014,M,75-84,White Non Hispanic,CLRD,2
2014,M,75-84,White Non Hispanic,Malignant Neoplasms,1
2014,M,75-84,White Non Hispanic,Accidents,1
2014,M,75-84,Not Stated,Total,13
2014,M,75-84,Not Stated,Diseases of the Heart,6
2014,M,75-84,Not Stated,Malignant Neoplasms,3
2014,M,75-84,Not Stated,All Other Causes,3
2014,M,75-84,Not Stated,Pneumonia,1
2014,M,75-84,Hispanic,Total,"17,469"
2014,M,75-84,Hispanic,Diseases of the Heart,"5,275"
2014,M,75-84,Hispanic,All Other Causes,"4,748"
2014,M,75-84,Hispanic,Malignant Neoplasms,"4,642"
2014,M,75-84,Hispanic,CLRD,995
2014,M,75-84,Hispanic,Cerebrovascular Disease,723
2014,M,75-84,Hispanic,Pneumonia,575
2014,M,75-84,Hispanic,Accidents,379
2014,M,75-84,Hispanic,Diabetes Mellitus,115
2014,M,75-84,Hispanic,AIDS,17
2014,M,75-84,Black Non Hispanic,Total,3
2014,M,75-84,Black Non Hispanic,Malignant Neoplasms,2
2014,M,75-84,Black Non Hispanic,Diseases of the Heart,1
2014,F,9-Jan,Hispanic,CLRD,5
2014,M,65-74,White Non Hispanic,Total,24
2014,M,65-74,White Non Hispanic,Malignant Neoplasms,7
2014,M,65-74,White Non Hispanic,Diseases of the Heart,7
2014,M,65-74,White Non Hispanic,All Other Causes,7
2014,M,65-74,White Non Hispanic,Accidents,2
2014,M,65-74,White Non Hispanic,CLRD,1
2014,M,65-74,Not Stated,Total,13
2014,M,65-74,Not Stated,All Other Causes,6
2014,M,65-74,Not Stated,Diseases of the Heart,4
2014,M,65-74,Not Stated,Pneumonia,1
2014,M,65-74,Not Stated,Malignant Neoplasms,1
2014,M,65-74,Not Stated,CLRD,1
2014,M,65-74,Hispanic,Total,"13,808"
2014,M,65-74,Hispanic,Malignant Neoplasms,"4,707"
2014,M,65-74,Hispanic,Diseases of the Heart,"3,751"
2014,M,65-74,Hispanic,All Other Causes,"3,462"
2014,F,9-Jan,Hispanic,Pneumonia,6
2014,F,9-Jan,Hispanic,Diseases of the Heart,7
2014,F,9-Jan,Hispanic,Accidents,17
2014,F,9-Jan,Hispanic,Malignant Neoplasms,19
2014,F,9-Jan,Hispanic,All Other Causes,73
2014,F,9-Jan,Hispanic,Total,131
2014,F,19-Oct,Hispanic,Cerebrovascular Disease,2
2014,F,19-Oct,Hispanic,Diseases of the Heart,5
2014,F,19-Oct,Hispanic,CLRD,7
2014,F,19-Oct,Hispanic,Malignant Neoplasms,21
2014,F,19-Oct,Hispanic,Accidents,41
2014,F,19-Oct,Hispanic,All Other Causes,103
2014,F,19-Oct,Hispanic,Total,179
2014,F,20-24,Hispanic,Pneumonia,1
2014,F,20-24,Hispanic,Cerebrovascular Disease,3
2014,F,20-24,Hispanic,AIDS,5
2014,F,20-24,Hispanic,CLRD,5
2014,F,20-24,Hispanic,Diseases of the Heart,13
2014,F,20-24,Hispanic,Malignant Neoplasms,19
2014,F,20-24,Hispanic,Accidents,69
2014,F,20-24,Hispanic,All Other Causes,91
2014,F,20-24,Hispanic,Total,206
2014,F,20-24,Not Stated,Accidents,1
2014,F,20-24,Not Stated,Total,1
2014,F,25-34,Black Non Hispanic,Diseases of the Heart,1
2014,F,25-34,Black Non Hispanic,Total,1
2014,F,25-34,Hispanic,Diabetes Mellitus,6
2014,F,25-34,Hispanic,Pneumonia,6
2014,F,25-34,Hispanic,Cerebrovascular Disease,9
2014,F,25-34,Hispanic,CLRD,10
2014,F,25-34,Hispanic,AIDS,15
2014,F,25-34,Hispanic,Diseases of the Heart,43
2014,F,25-34,Hispanic,Malignant Neoplasms,94
2014,F,25-34,Hispanic,Accidents,176
2014,F,25-34,Hispanic,All Other Causes,320
2014,F,25-34,Hispanic,Total,679
2014,F,25-34,Not Stated,All Other Causes,1
2014,F,25-34,Not Stated,Total,1
2014,F,35-44,Black Non Hispanic,Cerebrovascular Disease,1
2014,F,35-44,Black Non Hispanic,Total,1
2014,F,35-44,Hispanic,Diabetes Mellitus,8
2014,F,35-44,Hispanic,Pneumonia,12
2014,F,35-44,Hispanic,CLRD,25
2014,F,35-44,Hispanic,AIDS,33
2014,F,35-44,Hispanic,Cerebrovascular Disease,37
2014,F,35-44,Hispanic,Diseases of the Heart,123
2014,F,35-44,Hispanic,Accidents,174
2014,F,35-44,Hispanic,Malignant Neoplasms,388
2014,F,35-44,Hispanic,All Other Causes,455
2014,F,35-44,Hispanic,Total,"1,255"
2014,F,45-54,Black Non Hispanic,Accidents,1
2014,F,45-54,Black Non Hispanic,Malignant Neoplasms,1
2014,F,45-54,Black Non Hispanic,Total,2
2014,F,45-54,Hispanic,Diabetes Mellitus,19
2014,F,45-54,Hispanic,Pneumonia,57
2014,F,45-54,Hispanic,AIDS,62
2014,F,45-54,Hispanic,CLRD,88
2014,F,45-54,Hispanic,Cerebrovascular Disease,104
2014,F,45-54,Hispanic,Accidents,244
2014,F,45-54,Hispanic,Diseases of the Heart,521
2014,F,45-54,Hispanic,All Other Causes,974
2014,F,45-54,Hispanic,Malignant Neoplasms,"1,380"
2014,F,45-54,Hispanic,Total,"3,449"
2014,F,45-54,Not Stated,Accidents,1
2014,F,45-54,Not Stated,All Other Causes,1
2014,F,45-54,Not Stated,Malignant Neoplasms,2
2014,F,45-54,Not Stated,Total,4
2014,F,45-54,White Non Hispanic,Accidents,1
2014,F,45-54,White Non Hispanic,Malignant Neoplasms,2
2014,F,45-54,White Non Hispanic,Total,3
2014,F,55-64,Black Non Hispanic,Diseases of the Heart,1
2014,F,55-64,Black Non Hispanic,Malignant Neoplasms,1
2014,F,55-64,Black Non Hispanic,Total,2
2014,F,55-64,Hispanic,Diabetes Mellitus,43
2014,F,55-64,Hispanic,AIDS,51
2014,F,55-64,Hispanic,Pneumonia,139
2014,F,55-64,Hispanic,Cerebrovascular Disease,210
2014,F,55-64,Hispanic,Accidents,225
2014,F,55-64,Hispanic,CLRD,286
2014,F,55-64,Hispanic,Diseases of the Heart,"1,200"
2014,F,55-64,Hispanic,All Other Causes,"1,859"
2014,F,55-64,Hispanic,Malignant Neoplasms,"3,015"
2014,F,55-64,Hispanic,Total,"7,028"
2014,F,55-64,Not Stated,Diseases of the Heart,1
2014,F,55-64,Not Stated,All Other Causes,5
2014,F,55-64,Not Stated,Total,6
2014,F,55-64,White Non Hispanic,CLRD,1
2014,F,55-64,White Non Hispanic,Malignant Neoplasms,1
2014,F,55-64,White Non Hispanic,All Other Causes,2
2014,F,55-64,White Non Hispanic,Diseases of the Heart,3
2014,F,55-64,White Non Hispanic,Total,7
2014,F,65-74,Black Non Hispanic,Diseases of the Heart,1
2014,F,65-74,Black Non Hispanic,All Other Causes,2
2014,F,65-74,Black Non Hispanic,Total,3
2014,F,65-74,Hispanic,AIDS,26
2014,F,65-74,Hispanic,Diabetes Mellitus,64
2014,F,65-74,Hispanic,Accidents,176
2014,F,65-74,Hispanic,Pneumonia,249
2014,F,65-74,Hispanic,Cerebrovascular Disease,389
2014,F,65-74,Hispanic,CLRD,685
2014,F,65-74,Hispanic,Diseases of the Heart,"2,346"
2014,F,65-74,Hispanic,All Other Causes,"2,823"
2014,F,65-74,Hispanic,Malignant Neoplasms,"4,194"
2014,F,65-74,Hispanic,Total,"10,952"
2014,F,65-74,Not Stated,Malignant Neoplasms,1
2014,F,65-74,Not Stated,All Other Causes,2
2014,F,65-74,Not Stated,Diseases of the Heart,3
2014,F,65-74,Not Stated,Total,6
2014,F,65-74,White Non Hispanic,CLRD,1
2014,F,65-74,White Non Hispanic,Cerebrovascular Disease,1
2014,F,65-74,White Non Hispanic,All Other Causes,4
2014,F,65-74,White Non Hispanic,Malignant Neoplasms,4
2014,F,65-74,White Non Hispanic,Total,10
2014,F,75-84,Black Non Hispanic,All Other Causes,3
2014,F,75-84,Black Non Hispanic,Total,3
2014,F,75-84,Hispanic,AIDS,5
2014,F,75-84,Hispanic,Diabetes Mellitus,108
2014,F,75-84,Hispanic,Accidents,335
2014,F,75-84,Hispanic,Pneumonia,549
2014,F,75-84,Hispanic,Cerebrovascular Disease,936
2014,F,75-84,Hispanic,CLRD,"1,124"
2014,F,75-84,Hispanic,Malignant Neoplasms,"4,412"
2014,F,75-84,Hispanic,Diseases of the Heart,"4,798"
2014,F,75-84,Hispanic,All Other Causes,"5,341"
2014,F,75-84,Hispanic,Total,"17,608"
2014,F,75-84,Not Stated,All Other Causes,1
2014,M,65-74,Hispanic,CLRD,704
2014,M,65-74,Hispanic,Cerebrovascular Disease,389
2014,M,65-74,Hispanic,Pneumonia,325
2014,M,65-74,Hispanic,Accidents,314
2014,M,65-74,Hispanic,Diabetes Mellitus,110
2014,M,65-74,Hispanic,AIDS,46
2014,M,55-64,White Non Hispanic,Total,20
2014,M,55-64,White Non Hispanic,Diseases of the Heart,8
2014,M,55-64,White Non Hispanic,Malignant Neoplasms,7
2014,M,55-64,White Non Hispanic,All Other Causes,4
2014,M,55-64,White Non Hispanic,Accidents,1
2014,M,55-64,Not Stated,Total,13
2014,M,55-64,Not Stated,All Other Causes,6
2014,M,55-64,Not Stated,Diseases of the Heart,3
2014,M,55-64,Not Stated,Malignant Neoplasms,2
2014,M,55-64,Not Stated,Accidents,1
2014,M,55-64,Not Stated,AIDS,1
2014,M,55-64,Hispanic,Total,"10,769"
2014,M,55-64,Hispanic,Malignant Neoplasms,"3,406"
2014,M,55-64,Hispanic,All Other Causes,"3,005"
2014,M,55-64,Hispanic,Diseases of the Heart,"2,767"
2014,M,55-64,Hispanic,Accidents,516
2014,M,55-64,Hispanic,CLRD,350
2014,M,55-64,Hispanic,Cerebrovascular Disease,290
2014,M,55-64,Hispanic,Pneumonia,200
2014,M,55-64,Hispanic,AIDS,155
2014,M,55-64,Hispanic,Diabetes Mellitus,80
2014,M,55-64,Black Non Hispanic,Total,9
2014,M,55-64,Black Non Hispanic,Diseases of the Heart,5
2014,M,55-64,Black Non Hispanic,Malignant Neoplasms,2
2014,M,55-64,Black Non Hispanic,Cerebrovascular Disease,1
2014,M,55-64,Black Non Hispanic,All Other Causes,1
2014,M,45-54,White Non Hispanic,Total,11
2014,M,45-54,White Non Hispanic,All Other Causes,5
2014,M,45-54,White Non Hispanic,Malignant Neoplasms,2
2014,M,45-54,White Non Hispanic,Diseases of the Heart,2
2014,M,45-54,White Non Hispanic,Accidents,2
2014,M,45-54,Not Stated,Total,9
2014,M,45-54,Not Stated,All Other Causes,6
2014,M,45-54,Not Stated,Diseases of the Heart,2
2014,M,45-54,Not Stated,Accidents,1
2014,M,45-54,Hispanic,Total,"5,432"
2014,M,45-54,Hispanic,All Other Causes,"1,740"
2014,M,45-54,Hispanic,Diseases of the Heart,"1,308"
2014,M,45-54,Hispanic,Malignant Neoplasms,"1,255"
2014,M,45-54,Hispanic,Accidents,617
2014,M,45-54,Hispanic,Cerebrovascular Disease,144
2013,F,9-Jan,Hispanic,CLRD,1
2013,F,85+,Hispanic,Pneumonia,"1,370"
2013,F,85+,Hispanic,CLRD,"1,412"
2013,F,85+,Hispanic,Cerebrovascular Disease,"1,971"
2013,F,85+,Hispanic,Malignant Neoplasms,"3,717"
2013,F,85+,Hispanic,All Other Causes,"11,908"
2013,F,85+,Hispanic,Diseases of the Heart,"12,877"
2013,F,85+,Hispanic,Total,"33,960"
2013,F,85+,Not Stated,Cerebrovascular Disease,1
2013,F,85+,Not Stated,Diseases of the Heart,1
2013,F,85+,Not Stated,Total,2
2013,F,85+,Other Non Hispanic,Malignant Neoplasms,1
2013,F,85+,Other Non Hispanic,Total,1
2013,F,85+,White Non Hispanic,Cerebrovascular Disease,1
2013,F,85+,White Non Hispanic,CLRD,2
2013,F,85+,White Non Hispanic,Malignant Neoplasms,4
2013,F,85+,White Non Hispanic,All Other Causes,5
2013,F,85+,White Non Hispanic,Diseases of the Heart,6
2013,F,85+,White Non Hispanic,Total,18
2013,F,<1,Hispanic,Malignant Neoplasms,2
2013,F,<1,Hispanic,Pneumonia,4
2013,F,<1,Hispanic,Diseases of the Heart,6
2013,F,<1,Hispanic,Accidents,14
2013,F,<1,Hispanic,All Other Causes,468
2013,F,<1,Hispanic,Total,494
2013,F,<1,Not Stated,All Other Causes,6
2013,F,<1,Not Stated,Total,6
2013,F,<1,White Non Hispanic,All Other Causes,1
2013,F,<1,White Non Hispanic,Total,1
2013,M,9-Jan,Hispanic,CLRD,2
2013,M,9-Jan,Hispanic,Pneumonia,4
2013,M,9-Jan,Hispanic,Diseases of the Heart,9
2013,M,9-Jan,Hispanic,Malignant Neoplasms,26
2013,M,9-Jan,Hispanic,Accidents,45
2013,M,9-Jan,Hispanic,All Other Causes,82
2013,M,9-Jan,Hispanic,Total,168
2013,M,19-Oct,Hispanic,Diabetes Mellitus,1
2013,M,19-Oct,Hispanic,Cerebrovascular Disease,3
2013,M,19-Oct,Hispanic,Pneumonia,3
2013,M,19-Oct,Hispanic,CLRD,8
2013,M,19-Oct,Hispanic,Diseases of the Heart,14
2013,M,19-Oct,Hispanic,Malignant Neoplasms,37
2013,M,19-Oct,Hispanic,Accidents,118
2013,M,19-Oct,Hispanic,All Other Causes,166
2013,M,19-Oct,Hispanic,Total,350
2013,M,20-24,Hispanic,Pneumonia,2
2013,M,20-24,Hispanic,Cerebrovascular Disease,3
2013,M,20-24,Hispanic,Diabetes Mellitus,3
2013,M,20-24,Hispanic,AIDS,4
2013,M,20-24,Hispanic,CLRD,7
2013,M,20-24,Hispanic,Diseases of the Heart,24
2013,M,20-24,Hispanic,Malignant Neoplasms,34
2013,M,20-24,Hispanic,Accidents,275
2013,M,20-24,Hispanic,All Other Causes,313
2013,M,20-24,Hispanic,Total,665
2013,M,25-34,Hispanic,Diabetes Mellitus,8
2013,M,25-34,Hispanic,CLRD,9
2013,M,25-34,Hispanic,Cerebrovascular Disease,9
2013,M,25-34,Hispanic,Pneumonia,16
2013,M,25-34,Hispanic,AIDS,25
2013,M,25-34,Hispanic,Diseases of the Heart,107
2013,M,25-34,Hispanic,Malignant Neoplasms,110
2013,M,25-34,Hispanic,Accidents,536
2013,M,25-34,Hispanic,All Other Causes,629
2013,M,25-34,Hispanic,Total,"1,449"
2013,M,25-34,Not Stated,Diseases of the Heart,1
2013,M,25-34,Not Stated,Total,1
2013,M,25-34,White Non Hispanic,Accidents,1
2013,M,25-34,White Non Hispanic,Total,1
2013,M,35-44,Black Non Hispanic,All Other Causes,1
2013,M,35-44,Black Non Hispanic,Total,1
2013,M,35-44,Hispanic,Diabetes Mellitus,9
2013,M,35-44,Hispanic,Pneumonia,21
2013,M,35-44,Hispanic,CLRD,27
2013,M,35-44,Hispanic,Cerebrovascular Disease,35
2013,M,35-44,Hispanic,AIDS,49
2013,M,35-44,Hispanic,Malignant Neoplasms,274
2013,M,35-44,Hispanic,Diseases of the Heart,368
2013,M,35-44,Hispanic,Accidents,437
2013,M,35-44,Hispanic,All Other Causes,812
2013,M,35-44,Hispanic,Total,"2,032"
2013,M,35-44,Not Stated,Diseases of the Heart,1
2013,M,35-44,Not Stated,Total,1
2013,M,35-44,White Non Hispanic,All Other Causes,1
2013,M,35-44,White Non Hispanic,Diseases of the Heart,2
2013,M,35-44,White Non Hispanic,Total,3
2013,M,45-54,Black Non Hispanic,Accidents,1
2013,M,45-54,Black Non Hispanic,Diseases of the Heart,2
2013,M,45-54,Black Non Hispanic,Total,3
2013,M,45-54,Hispanic,Diabetes Mellitus,33
2013,M,45-54,Hispanic,Pneumonia,85
2013,M,45-54,Hispanic,CLRD,103
2013,M,45-54,Hispanic,AIDS,138
2013,M,45-54,Hispanic,Cerebrovascular Disease,147
2013,M,45-54,Hispanic,Accidents,620
2013,M,45-54,Hispanic,Diseases of the Heart,"1,290"
2013,M,45-54,Hispanic,Malignant Neoplasms,"1,315"
2013,M,45-54,Hispanic,All Other Causes,"1,810"
2013,M,45-54,Hispanic,Total,"5,541"
2013,M,45-54,Not Stated,Accidents,1
2013,M,45-54,Not Stated,Diseases of the Heart,1
2013,M,45-54,Not Stated,All Other Causes,2
2013,M,45-54,Not Stated,Total,4
2013,M,45-54,White Non Hispanic,Diseases of the Heart,1
2013,M,45-54,White Non Hispanic,All Other Causes,2
2013,M,45-54,White Non Hispanic,Malignant Neoplasms,2
2013,M,45-54,White Non Hispanic,Total,5
2013,M,55-64,Black Non Hispanic,AIDS,1
2013,M,55-64,Black Non Hispanic,All Other Causes,1
2013,M,55-64,Black Non Hispanic,Total,2
2013,M,55-64,Hispanic,Diabetes Mellitus,66
2013,M,55-64,Hispanic,AIDS,131
2013,M,55-64,Hispanic,Pneumonia,217
2013,M,55-64,Hispanic,Cerebrovascular Disease,295
2013,M,55-64,Hispanic,CLRD,340
2013,M,55-64,Hispanic,Accidents,496
2013,M,55-64,Hispanic,Diseases of the Heart,"2,738"
2013,M,55-64,Hispanic,All Other Causes,"2,769"
2013,M,55-64,Hispanic,Malignant Neoplasms,"3,391"
2013,M,55-64,Hispanic,Total,"10,443"
2013,M,55-64,Not Stated,All Other Causes,2
2013,M,55-64,Not Stated,Total,2
2013,M,55-64,Other Non Hispanic,Diseases of the Heart,1
2013,M,55-64,Other Non Hispanic,Total,1
2013,M,55-64,White Non Hispanic,CLRD,1
2013,M,55-64,White Non Hispanic,Accidents,3
2013,M,55-64,White Non Hispanic,All Other Causes,3
2013,M,55-64,White Non Hispanic,Malignant Neoplasms,3
2013,M,55-64,White Non Hispanic,Diseases of the Heart,5
2013,M,55-64,White Non Hispanic,Total,15
2013,M,65-74,Hispanic,AIDS,49
2013,M,65-74,Hispanic,Diabetes Mellitus,90
2013,M,65-74,Hispanic,Accidents,283
2013,M,65-74,Hispanic,Pneumonia,369
2013,M,65-74,Hispanic,Cerebrovascular Disease,406
2013,M,65-74,Hispanic,CLRD,664
2013,M,65-74,Hispanic,All Other Causes,"3,189"
2013,M,65-74,Hispanic,Diseases of the Heart,"3,719"
2013,M,65-74,Hispanic,Malignant Neoplasms,"4,703"
2013,M,65-74,Hispanic,Total,"13,472"
2013,M,65-74,Not Stated,Diseases of the Heart,1
2013,M,65-74,Not Stated,All Other Causes,2
2013,M,65-74,Not Stated,Total,3
2013,M,65-74,White Non Hispanic,Malignant Neoplasms,1
2013,M,65-74,White Non Hispanic,All Other Causes,3
2013,M,65-74,White Non Hispanic,Diseases of the Heart,4
2013,M,65-74,White Non Hispanic,Total,8
2013,M,75-84,Black Non Hispanic,Diseases of the Heart,1
2013,M,75-84,Black Non Hispanic,Malignant Neoplasms,1
2013,M,75-84,Black Non Hispanic,All Other Causes,2
2013,M,75-84,Black Non Hispanic,Total,4
2013,M,75-84,Hispanic,AIDS,12
2013,M,75-84,Hispanic,Diabetes Mellitus,113
2013,M,75-84,Hispanic,Accidents,346
2013,M,75-84,Hispanic,Pneumonia,620
2013,M,75-84,Hispanic,Cerebrovascular Disease,727
2013,M,75-84,Hispanic,CLRD,"1,040"
2013,M,75-84,Hispanic,All Other Causes,"4,646"
2013,M,75-84,Hispanic,Malignant Neoplasms,"4,765"
2013,M,75-84,Hispanic,Diseases of the Heart,"5,411"
2013,M,75-84,Hispanic,Total,"17,680"
2013,M,75-84,Not Stated,Diseases of the Heart,1
2013,M,75-84,Not Stated,Malignant Neoplasms,1
2013,M,75-84,Not Stated,All Other Causes,2
2013,M,75-84,Not Stated,Total,4
2013,M,75-84,White Non Hispanic,Accidents,1
2013,M,75-84,White Non Hispanic,CLRD,1
2013,M,75-84,White Non Hispanic,Cerebrovascular Disease,1
2013,M,75-84,White Non Hispanic,Pneumonia,1
2013,M,75-84,White Non Hispanic,Diseases of the Heart,2
